frame,gt_id,gt_cls,det_cls,det_conf,iou,gt_cx,gt_cy,det_cx,det_cy
213,264,1,1,0.869550883769989,0.9620195031166077,698.7088607594936,476.8291431503335,698.560302734375,477.03985595703125
214,0,0,0,0.8828279972076416,0.9360072016716003,482.60759493670884,740.5951770138532,482.5697021484375,739.6363525390625
214,131,1,1,0.8710737824440002,0.8843539357185364,56.25316455696202,477.93740379681884,55.11297607421875,477.2021484375
214,254,0,0,0.895011305809021,0.9120190739631653,523.8227848101266,671.0518214468957,523.5975952148438,670.9710083007812
214,262,1,1,0.884226381778717,0.8432683348655701,608.4810126582279,587.1010774756285,608.0909423828125,584.8563232421875
214,263,1,1,0.8785886168479919,0.8806067705154419,453.08860759493666,605.9415084658799,451.93731689453125,607.0501098632812
214,264,1,1,0.8678600788116455,0.9274470806121826,696.4810126582279,476.8291431503335,696.048828125,476.6346435546875
215,0,0,0,0.8759819269180298,0.9267697334289551,481.49367088607596,740.5951770138532,481.69073486328125,740.364013671875
215,131,1,1,0.8647648096084595,0.8541940450668335,51.518987341772146,477.93740379681884,50.02143859863281,476.9765625
215,254,0,0,0.8938301205635071,0.9020437002182007,522.7088607594936,671.0518214468957,522.82568359375,670.7850952148438
215,262,1,1,0.8849448561668396,0.7998514175415039,611.2658227848101,587.1010774756285,610.3671264648438,584.0286865234375
215,263,1,1,0.879306972026825,0.9170238375663757,455.3164556962025,605.9415084658799,454.4149169921875,606.5359497070312
215,264,1,1,0.8685768842697144,0.9053206443786621,694.253164556962,476.8291431503335,693.6878051757812,476.5736083984375
216,0,0,0,0.8717377185821533,0.8598620295524597,481.49367088607596,742.8116983068239,481.43212890625,740.574951171875
216,131,1,1,0.8625386357307434,0.8146058320999146,47.063291139240505,477.93740379681884,45.01702117919922,477.384765625
216,254,0,0,0.8737333416938782,0.9028428792953491,521.5949367088608,671.0518214468957,521.582275390625,670.257568359375
216,262,1,1,0.8960459232330322,0.9313216209411621,613.493670886076,584.8845561826577,613.427490234375,584.2484741210938
216,263,1,1,0.864119827747345,0.9710893034934998,457.2658227848101,605.9415084658799,457.19842529296875,606.40478515625
216,264,1,1,0.8720371127128601,0.8826317191123962,692.3037974683543,476.8291431503335,691.20947265625,476.2672119140625
217,0,0,0,0.8789659142494202,0.8924828767776489,481.49367088607596,742.8116983068239,481.0124816894531,741.425048828125
217,131,1,1,0.8574362397193909,0.8358639478683472,42.607594936708864,477.93740379681884,40.86083221435547,477.45660400390625
217,254,0,0,0.8748699426651001,0.9400190114974976,521.0379746835442,671.0518214468957,521.0445556640625,670.489990234375
217,262,1,1,0.8759772777557373,0.9051576256752014,616.8354430379746,584.8845561826577,615.9906005859375,584.1859741210938
217,263,1,1,0.8812663555145264,0.9464383721351624,459.4936708860759,605.9415084658799,459.177490234375,605.9761962890625
217,264,1,1,0.86896812915802,0.9239900708198547,689.5189873417721,476.8291431503335,689.5508422851562,476.50885009765625
218,0,0,0,0.8925517797470093,0.9413135647773743,480.37974683544303,742.8116983068239,480.443603515625,742.1956787109375
218,131,1,1,0.8607597947120667,0.8647923469543457,37.59493670886076,477.93740379681884,36.28532791137695,477.70892333984375
218,254,0,0,0.8907825350761414,0.9345002174377441,519.9240506329113,671.0518214468957,519.5391845703125,670.582763671875
218,262,1,1,0.8852126598358154,0.8756192922592163,619.0632911392404,584.8845561826577,617.9463500976562,583.9287109375
218,263,1,1,0.8737891912460327,0.9271291494369507,461.72151898734177,605.9415084658799,460.84881591796875,606.0841064453125
218,264,1,1,0.8656463027000427,0.9095770120620728,687.2911392405063,476.8291431503335,686.666748046875,476.34405517578125
219,0,0,0,0.8981215357780457,0.8770113587379456,480.37974683544303,745.0282195997947,480.08892822265625,742.954833984375
219,131,1,1,0.8556545376777649,0.9068974852561951,33.13924050632911,477.93740379681884,32.564727783203125,477.8714599609375
219,254,0,0,0.8851689696311951,0.8972935080528259,519.367088607595,671.0518214468957,518.6290283203125,670.5123291015625
219,262,1,1,0.90052729845047,0.9344175457954407,621.2911392405063,584.8845561826577,620.8544921875,584.2060546875
219,263,1,1,0.8738632798194885,0.9564859867095947,463.9493670886076,605.9415084658799,463.54071044921875,605.9508056640625
219,264,1,1,0.8681067824363708,0.9151023030281067,684.506329113924,476.8291431503335,684.5341796875,476.23175048828125
220,0,0,0,0.9041627049446106,0.8787228465080261,480.37974683544303,745.0282195997947,479.83544921875,743.4522705078125
220,131,1,1,0.8369734883308411,0.7929309010505676,28.962025316455694,477.93740379681884,26.699016571044922,478.7106018066406
220,254,0,0,0.8693069815635681,0.8864079713821411,518.253164556962,671.0518214468957,517.7567749023438,670.8367309570312
220,262,1,1,0.8993282318115234,0.8633159399032593,624.632911392405,584.8845561826577,623.297119140625,584.0072021484375
220,263,1,1,0.8726921081542969,0.9615578651428223,466.1772151898734,605.9415084658799,466.1112060546875,605.453125
220,264,1,1,0.8717949390411377,0.9132290482521057,682.2784810126582,476.8291431503335,681.6287231445312,476.72686767578125
221,0,0,0,0.9011724591255188,0.9138993620872498,479.2658227848101,745.0282195997947,479.6106872558594,744.0319213867188
221,131,1,1,0.7996572256088257,0.7754219770431519,24.50632911392405,477.93740379681884,22.322772979736328,478.86737060546875
221,254,0,0,0.869838535785675,0.8590448498725891,517.1392405063291,671.0518214468957,517.2495727539062,670.8960571289062
221,262,1,1,0.8916814923286438,0.8785473108291626,626.8607594936709,584.8845561826577,625.8938598632812,583.7755126953125
221,263,1,1,0.8835662603378296,0.9518141150474548,468.40506329113924,605.9415084658799,468.73455810546875,605.7301025390625
221,264,1,1,0.8658065795898438,0.9620450139045715,680.0506329113923,476.8291431503335,679.960205078125,477.04736328125
222,0,0,0,0.8923225402832031,0.84505695104599,479.2658227848101,747.2447408927654,478.89404296875,744.89306640625
222,131,1,1,0.8194965124130249,0.7655224800109863,20.050632911392405,477.93740379681884,17.40689468383789,479.24188232421875
222,254,0,0,0.8604750633239746,0.8647322654724121,516.0253164556962,671.0518214468957,515.8705444335938,671.2097778320312
222,262,1,1,0.8899458050727844,0.8524786829948425,629.9240506329113,584.8845561826577,628.640625,583.6240844726562
222,263,1,1,0.8862590193748474,0.9458192586898804,470.3544303797468,605.9415084658799,470.07525634765625,605.9735717773438
222,264,1,1,0.8672016263008118,0.9121822714805603,677.8227848101266,476.8291431503335,677.1298828125,476.7794494628906
223,0,0,0,0.8727486729621887,0.8702754974365234,479.2658227848101,747.2447408927654,478.41717529296875,746.344970703125
223,131,1,1,0.7286440134048462,0.6777839064598083,15.594936708860759,477.93740379681884,11.82706069946289,479.73114013671875
223,254,0,0,0.8614248037338257,0.8995908498764038,515.746835443038,671.0518214468957,514.7657470703125,671.408447265625
223,262,1,1,0.9034022092819214,0.8840332627296448,632.1518987341772,584.8845561826577,632.146728515625,583.5753173828125
223,263,1,1,0.8783539533615112,0.9276147484779358,472.5822784810126,605.9415084658799,471.8100280761719,605.5975341796875
223,264,1,1,0.8641904592514038,0.9171756505966187,675.5949367088607,476.8291431503335,674.901123046875,477.02783203125
224,0,0,0,0.8733397126197815,0.8721153736114502,478.15189873417717,747.2447408927654,477.51861572265625,746.5225830078125
224,254,0,0,0.8675585985183716,0.8985613584518433,514.632911392405,671.0518214468957,513.7272338867188,671.2041015625
224,262,1,1,0.8920025825500488,0.8721386194229126,634.9367088607595,584.8845561826577,633.9074096679688,583.761474609375
224,263,1,1,0.8702850341796875,0.9473890662193298,474.8101265822785,605.9415084658799,474.73297119140625,605.70849609375
224,264,1,1,0.8740242123603821,0.9030012488365173,672.8101265822784,476.8291431503335,671.87109375,476.8053283691406
225,0,0,0,0.8805983662605286,0.825165331363678,478.15189873417717,747.2447408927654,476.9739685058594,747.3890380859375
225,254,0,0,0.8748512864112854,0.8585838675498962,514.0759493670886,671.0518214468957,512.8438110351562,671.8980102539062
225,262,1,1,0.8924962282180786,0.8381580114364624,637.7215189873417,584.8845561826577,636.286865234375,583.5068359375
225,263,1,1,0.8767290115356445,0.9601349234580994,477.0379746835443,605.9415084658799,476.59307861328125,606.040771484375
225,264,1,1,0.8705165386199951,0.9358252882957458,670.3037974683543,476.8291431503335,669.993408203125,476.71148681640625
226,0,0,0,0.8854673504829407,0.833039402961731,478.15189873417717,749.4612621857362,476.90142822265625,748.656494140625
226,254,0,0,0.8837588429450989,0.8808985948562622,512.9620253164557,671.0518214468957,512.1160888671875,671.9884033203125
226,262,1,1,0.9110011458396912,0.9230161905288696,639.9493670886076,584.8845561826577,639.630859375,583.9945068359375
226,263,1,1,0.8875228762626648,0.9448696374893188,479.2658227848101,605.9415084658799,479.3531494140625,606.078125
226,264,1,1,0.8709842562675476,0.8969900012016296,668.0759493670886,476.8291431503335,667.2203369140625,475.92559814453125
227,0,0,0,0.8875956535339355,0.9044710397720337,477.03797468354423,749.4612621857362,476.699951171875,749.3993530273438
227,254,0,0,0.8876375555992126,0.8859988451004028,511.8481012658227,671.0518214468957,511.41937255859375,672.2259521484375
227,262,1,1,0.8967326879501343,0.9269402623176575,642.7341772151898,584.8845561826577,642.3733520507812,583.9549560546875
227,263,1,1,0.8828444480895996,0.9376194477081299,481.4936708860759,605.9415084658799,480.83050537109375,605.8967895507812
227,264,1,1,0.8750353455543518,0.8871355056762695,665.8481012658228,476.8291431503335,664.5030517578125,476.80712890625
228,0,0,0,0.8993390798568726,0.8235436677932739,477.03797468354423,749.4612621857362,475.82611083984375,750.2942504882812
228,254,0,0,0.8930126428604126,0.875785768032074,511.29113924050625,673.2683427398665,510.55706787109375,672.1116943359375
228,262,1,1,0.9019463658332825,0.8750025033950806,645.5189873417721,584.8845561826577,644.6224365234375,583.5966796875
228,263,1,1,0.8848480582237244,0.9537606835365295,483.72151898734177,605.9415084658799,483.84246826171875,605.14599609375
228,264,1,1,0.8814100623130798,0.8817062973976135,663.620253164557,476.8291431503335,662.2879028320312,476.4933166503906
229,0,0,0,0.9002186059951782,0.8320486545562744,477.03797468354423,751.6777834787069,475.8355407714844,750.509521484375
229,254,0,0,0.8914494514465332,0.890271782875061,510.17721518987344,673.2683427398665,509.9710693359375,671.9549560546875
229,262,1,1,0.9003384113311768,0.8226369619369507,648.0253164556962,584.8845561826577,646.7684326171875,582.9588623046875
229,263,1,1,0.8921584486961365,0.9222469925880432,485.9493670886076,605.9415084658799,485.4864501953125,604.8999633789062
229,264,1,1,0.8734272718429565,0.7929157614707947,661.3924050632911,476.8291431503335,659.1146240234375,475.7914733886719
230,0,0,0,0.8985578417778015,0.8901042938232422,475.9240506329114,751.6777834787069,475.4635009765625,751.2442626953125
230,254,0,0,0.8913540840148926,0.9054518342018127,509.0632911392405,673.2683427398665,509.2373046875,672.1202392578125
230,262,1,1,0.9116998910903931,0.8720002770423889,650.8101265822784,584.8845561826577,650.2108154296875,583.1975708007812
230,263,1,1,0.9021403789520264,0.9230038523674011,488.1772151898734,605.9415084658799,487.63720703125,605.013916015625
230,264,1,1,0.8731409907341003,0.8469722867012024,659.1645569620252,476.8291431503335,657.621826171875,475.885986328125
231,0,0,0,0.9013164639472961,0.8402406573295593,475.9240506329114,751.6777834787069,474.7019348144531,752.1275634765625
231,254,0,0,0.8749814629554749,0.8953299522399902,508.50632911392404,673.2683427398665,508.47100830078125,672.3026123046875
231,262,1,1,0.9042007923126221,0.9283685684204102,653.0379746835442,582.3909697280656,653.2046508789062,582.742431640625
231,263,1,1,0.9022942781448364,0.8974118828773499,490.4050632911392,605.9415084658799,489.5205078125,604.880859375
231,264,1,1,0.8653542995452881,0.8335523009300232,656.9367088607594,476.8291431503335,655.082763671875,476.17791748046875
232,0,0,0,0.8977711796760559,0.8276819586753845,475.9240506329114,754.171369933299,474.61676025390625,752.8192138671875
232,254,0,0,0.8697903752326965,0.899689257144928,507.3924050632911,673.2683427398665,507.55194091796875,672.6861572265625
232,262,1,1,0.9068448543548584,0.9064538478851318,655.8227848101264,582.3909697280656,656.429931640625,583.2994384765625
232,263,1,1,0.8868645429611206,0.9285660982131958,492.63291139240505,605.9415084658799,491.95574951171875,605.3150634765625
232,264,1,1,0.8778941035270691,0.9135306477546692,653.5949367088608,476.8291431503335,653.01220703125,476.05926513671875
233,0,0,0,0.8880673050880432,0.8964243531227112,474.8101265822785,754.171369933299,474.1400451660156,754.0187377929688
233,254,0,0,0.8731642961502075,0.9051623940467834,506.83544303797464,673.2683427398665,506.5489196777344,672.1004638671875
233,262,1,1,0.910157322883606,0.9576926827430725,658.6075949367089,582.3909697280656,658.5810546875,582.9886474609375
233,263,1,1,0.8759003281593323,0.9258863925933838,494.86075949367086,605.9415084658799,494.19134521484375,605.2417602539062
233,264,1,1,0.8702641129493713,0.8912434577941895,651.367088607595,476.8291431503335,650.5460205078125,475.6596984863281
234,0,0,0,0.8802002668380737,0.8500800728797913,474.8101265822785,754.171369933299,473.6004638671875,754.8054809570312
234,254,0,0,0.8733111023902893,0.8856934905052185,505.7215189873417,673.2683427398665,505.6949462890625,672.088623046875
234,262,1,1,0.897196888923645,0.9461961388587952,661.3924050632911,582.3909697280656,661.1764526367188,583.1248779296875
234,263,1,1,0.8807843923568726,0.8944782018661499,497.08860759493666,605.9415084658799,495.9678955078125,605.1138916015625
234,264,1,1,0.8615408539772034,0.8393838405609131,649.1392405063291,476.8291431503335,647.6060791015625,475.69549560546875
235,0,0,0,0.8736480474472046,0.8044780492782593,474.8101265822785,756.6649563878912,473.12664794921875,755.8114624023438
235,254,0,0,0.8731479048728943,0.8655709624290466,504.6075949367089,673.2683427398665,505.3559875488281,671.9880981445312
235,262,1,1,0.905211329460144,0.9350561499595642,663.620253164557,582.3909697280656,663.8541259765625,582.9947509765625
235,263,1,1,0.8973637819290161,0.9098730683326721,499.3164556962025,605.9415084658799,498.51470947265625,605.052490234375
235,264,1,1,0.8766944408416748,0.8714650869369507,646.0759493670886,476.8291431503335,644.9515380859375,475.71185302734375
236,0,0,0,0.8645698428153992,0.8526444435119629,473.69620253164555,756.6649563878912,472.75433349609375,756.5660400390625
236,254,0,0,0.8853408694267273,0.9167997241020203,503.49367088607596,673.2683427398665,503.78314208984375,672.2837524414062
236,262,1,1,0.9115404486656189,0.8891091346740723,666.9620253164558,582.3909697280656,665.7000732421875,582.757568359375
236,263,1,1,0.8882016539573669,0.9258485436439514,501.2658227848101,605.9415084658799,500.68792724609375,605.1077270507812
236,264,1,1,0.8781177401542664,0.874681830406189,643.8481012658227,476.8291431503335,642.8261108398438,475.5583801269531
237,0,0,0,0.862202525138855,0.8158864974975586,473.69620253164555,756.6649563878912,472.2629699707031,756.964111328125
237,254,0,0,0.8977989554405212,0.8714918494224548,502.9367088607595,673.2683427398665,501.93292236328125,672.3363037109375
237,262,1,1,0.9074823260307312,0.9650501012802124,669.1898734177214,582.3909697280656,668.8042602539062,582.44287109375
237,263,1,1,0.8855741024017334,0.8761833906173706,503.4936708860759,605.9415084658799,502.4820251464844,604.527587890625
237,264,1,1,0.8736318945884705,0.8643417358398438,641.620253164557,476.8291431503335,640.404541015625,475.65850830078125
238,0,0,0,0.8661285042762756,0.8109975457191467,473.69620253164555,758.881477680862,472.08770751953125,757.6865234375
238,254,0,0,0.8886630535125732,0.9217516779899597,501.82278481012656,673.2683427398665,501.3634948730469,672.55419921875
238,262,1,1,0.8961436748504639,0.9386328458786011,671.4177215189873,582.3909697280656,671.503662109375,582.60302734375
238,263,1,1,0.895387589931488,0.9108682870864868,505.72151898734177,605.9415084658799,505.1895751953125,604.7189331054688
238,264,1,1,0.8551634550094604,0.8546048402786255,639.3924050632911,476.8291431503335,637.9913330078125,475.7868957519531
239,0,0,0,0.8655036091804504,0.8748698830604553,472.8607594936709,758.881477680862,471.77813720703125,758.6929321289062
239,254,0,0,0.8814576864242554,0.8700169920921326,501.2658227848101,673.2683427398665,500.30047607421875,672.2761840820312
239,262,1,1,0.8889554142951965,0.941288411617279,674.4810126582278,582.3909697280656,674.0017700195312,582.636962890625
239,263,1,1,0.9061888456344604,0.8566025495529175,507.9493670886076,605.9415084658799,506.4866943359375,604.6719970703125
239,264,1,1,0.8762940764427185,0.9001950621604919,636.0506329113923,476.8291431503335,635.1372680664062,476.0572509765625
240,0,0,0,0.874622106552124,0.8352240920066833,472.8607594936709,758.881477680862,471.56719970703125,759.75390625
240,254,0,0,0.8802603483200073,0.9010207653045654,500.15189873417717,673.2683427398665,499.521484375,672.4352416992188
240,262,1,1,0.8939220309257507,0.9365435242652893,676.7088607594936,582.3909697280656,676.5767822265625,582.6390991210938
240,263,1,1,0.9051915407180786,0.8501911759376526,510.1772151898734,605.9415084658799,508.59722900390625,604.6563110351562
240,264,1,1,0.8685045838356018,0.8855356574058533,633.8227848101266,476.8291431503335,632.9912719726562,475.485107421875
241,0,0,0,0.8743995428085327,0.8277100920677185,472.8607594936709,761.0979989738327,471.49200439453125,760.154296875
241,254,0,0,0.8754276037216187,0.9075251221656799,499.0379746835443,673.2683427398665,498.54864501953125,672.37255859375
241,262,1,1,0.8765632510185242,0.8990647196769714,680.0506329113923,582.3909697280656,679.330078125,581.8262939453125
241,263,1,1,0.8884099125862122,0.9035872220993042,511.2911392405063,603.7249871729091,510.52691650390625,604.8049926757812
241,264,1,1,0.8671743869781494,0.8547927141189575,631.5949367088607,476.8291431503335,630.2550048828125,475.7039794921875
242,0,0,0,0.878308892250061,0.8840318918228149,471.746835443038,761.0979989738327,471.4561767578125,760.7636108398438
242,254,0,0,0.8723595142364502,0.8965356945991516,498.4810126582278,673.2683427398665,497.52850341796875,672.871826171875
242,262,1,1,0.890414834022522,0.9203891158103943,682.2784810126582,582.3909697280656,681.6986083984375,581.677978515625
242,263,1,1,0.8868430256843567,0.93795245885849,513.2405063291139,603.7249871729091,513.4456787109375,604.7368774414062
242,264,1,1,0.8726170063018799,0.8409062623977661,629.367088607595,476.8291431503335,627.7642822265625,475.880126953125
243,0,0,0,0.8853495121002197,0.8863652348518372,471.746835443038,761.0979989738327,471.24530029296875,761.0892333984375
